user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,location,coordinates,state,country
Robertson Technology Group Ltd.,"Victoria, BC, Canada","We provide and manage technology solutions that are stable, secure, scalable, and resilient.",2013-11-05 19:34:16+00:00,237,54,2,False,2022-02-27 23:34:59+00:00,"Will Metaverse succeed? Will it fade away into oblivion after a few years?  Guardian Tech answers the tough questions in this enlightening article. 

#Metaverse #What'sMeta #TechTalk https://t.co/ABNYN5cOam",,HubSpot,False,"Victoria, Capital Regional District, British Columbia, Canada","(48.4283182, -123.3649533, 0.0)",Victoria, Canada
Haharr.eth 🤔,Auckland,"I unlock metaverse doors into new: tech, NFT, crypto, w3b, biz, life-hacks, Zealand. (frens = discord)",2009-01-19 10:43:45+00:00,365,1768,2149,False,2022-02-27 23:34:58+00:00,"Scarily efficient #VR world-building. (Especially since it's #Meta). But can they say ""Let's add some legs""?
 https://t.co/fXJv1ZCCBO

#virtualreality #metaverse","['VR', 'Meta']",Twitter Web App,False,"Auckland, Waitematā, Auckland, 1010, New Zealand","(-36.852095, 174.7631803, 0.0)",Auckland, New Zealand
Topcat,United Kingdom,hunting gems #bscGems https://t.co/DNNPEUE1Gy,2021-03-09 15:58:44+00:00,3909,710,187,False,2022-02-27 23:34:28+00:00,#ConnectorCoin one coin to rule them all!!! Super bullishh easy 10x from here standing at 2.7MC right now. #Akon onboard many more celebrities lined up. Big things coming #DYOR #SHIB #doge #BabyDoge #NFTs #NFT #Metaverse #100xgem #BSCGem #Launchpad #BNB #BSCGem #Ethereum #Solana https://t.co/QBk60fVswU,"['ConnectorCoin', 'Akon']",Twitter for Android,False,United Kingdom,"(54.7023545, -3.2765753, 0.0)",United Kingdom,United Kingdom
Golden Boy📈🌟🌟,"Nigeria, ph","Crypto Enthusiast || Content Creator || Graphics Designer || Programmer || Crypto Projects Ambassador ||
Contact: bonaventureezeobi@gmail.com",2013-01-10 15:58:51+00:00,366,494,2566,False,2022-02-27 23:33:47+00:00,"@Cryptoking It has to be $RGN. A token of @RadiantGloryRGN.
It is one of the blockchain platform that aims to build at Gamefi world and create a real players on blockchain game.
Register on https://t.co/kdeo8m3QP1

#GameFi #NFTs #NFT #Metaverse  #blockchain #Play2Earn #P2E https://t.co/FjZCqXbkV0",,Twitter for Android,False,"Nigeria, Aeropark, Don Bosco, Parañaque, Southern Manila District, Metro Manila, 1711, Philippines","(14.484404, 121.0330474, 0.0)",Nigeria, Philippines
Tomasz 🇵🇱🇪🇺🇯🇵🇦🇺🇺🇸🇦🇺,"Sydney, Australia","Director, @EPICentreUNSW. Team Leader, CSIRO Data61. SACAG Chair (2022-24). #Vis #CG #Simulation #Modelling #AI #AI4S #DigitalInnovation #Strategy #Demoscene",2009-01-16 04:16:46+00:00,2152,4655,2821,False,2022-02-27 23:33:35+00:00,Forecasting the future of XR and the metaverse - #KPMG Report. Thank your for including my point of view among great global leaders using #XR #Metaverse ⁦@UNSWADA⁩ ⁦@EPICentreUNSW⁩ ⁦@UNSWCOMPUTING⁩ ⁦@Data61news⁩ #future #xAI https://t.co/ajrV50kS1a,['KPMG'],Twitter for iPhone,False,"Sydney, New South Wales, Australia","(-33.8548157, 151.2164539, 0.0)",Sydney, Australia
Fer Moduse,Dublin Ireland ,@sacredskull. #goatherder #NFTPROJECT #Mfer,2009-03-10 12:35:20+00:00,315,680,2349,False,2022-02-27 23:33:28+00:00,"@Eagle_Stephen_ @MetaMfers That is amazing work bro!! thank you very much!
#NFT #NFTs #NFTGame #NFTCommmunity #Sandboxgame #Metaverse https://t.co/wqaX6MRIsu","['NFT', 'NFTs', 'NFTGame', 'NFTCommmunity']",Twitter Web App,False,"Dublin, Dublin 1, Leinster, Ireland","(53.3497645, -6.2602732, 0.0)",Dublin, Ireland
Tawney Jones +,United States,"ENS Names 🔥 Crypto wallet names & unseizable Web Domains⭐️, 1 Price , Own NAME for life ( no hidden fees) Plus only NFL web3 Domain Probowl.Zil 💎NFL 💎 🌟ART",2018-08-12 15:17:44+00:00,666,1649,5021,False,2022-02-27 23:32:39+00:00,"Last Call, for this premium bundle microbrews.eth , Premiumpass.eth , 420vape.eth, onlypussy.eth all for 4.2 #eth ending soon .#nft #blockchain @tobydownton #web3 #metaverse https://t.co/9iXp4GKUG6",['eth'],Twitter for iPhone,False,United States,"(39.7837304, -100.445882, 0.0)",United States,United States
Naked Headz,xx-xx-xx,"10k decomposed pop culture icons building the greatest nightclub in existence, i/O Underground 🕺 💀 💃 Mint: https://t.co/BqQtJg93cX",2021-10-17 09:48:13+00:00,13338,2572,2731,False,2022-02-27 23:32:00+00:00,"@TheNemesis_io has provided a first look at our #metaverse nightclub, i/O Underground 🔥 
Can't wait to boogie down with all the Headz 💀🕺🏿

#crypto #tokenfy #nft #nfts #nftart #nftartist #nftartists #nftcollector #ethereum #nftcommunity #nftdrop https://t.co/ZMwEO28VKJ",['metaverse'],Twitter Web App,False,"XX, Troller Road, Charleston Shipyard, Crown Point, Coos County, Oregon, 97420, United States","(43.3360504, -124.3204576, 0.0)",XX, United States
Derek,USA,stuck in overdrive,2021-05-16 18:05:57+00:00,181,242,878,False,2022-02-27 23:31:57+00:00,They never get old. @CakedApes @CakeNygard @ClareMaguire @foodmasku @PixelTotsNFT #NFT #NFTCommmunity #Metaverse #Crypto #BTC #ETH https://t.co/5kwVcWnkjU,"['NFT', 'NFTCommmunity', 'Metaverse']",Twitter for iPhone,False,United States,"(39.7837304, -100.445882, 0.0)",United States,United States
Meta Monsters Club,United States,"MMC is a collection of 6,000 generative NFTs, each with its own unique look & personality. Each running on polygon for a fast and gas-free experience!",2021-12-05 17:19:46+00:00,141,122,66,False,2022-02-27 23:31:14+00:00,"✅ Follow us to grab your monster when it's on sale  ❤️ and 🔁
✅ Join our server https://t.co/WVFytDu5sw 
📢 Meta Monster #1852 is on sale 👉 https://t.co/YWR05NV0tC

#NFTCollector #NFT #cryptoartist #nftcollectors #Ethereum #ethereum #metaverse #blockchain",,MetaMonstersClub,False,United States,"(39.7837304, -100.445882, 0.0)",United States,United States
Wolf-Jᴺᶠᵀ 🐺🦖🗝️💣,Algeria,"#NFTcreator Web3 enthusiast 💕 videogames & Victorian ERA
- 👩‍⚕️#Oldagepixel🧑 ⛽️
-💣The bomberpunk💣 ⛽️
- 🛠️
Free #NFT & #NFTgiveway🎁👉🌐https://t.co/yetDDFCRKA",2020-02-16 00:56:08+00:00,1351,4999,7467,False,2022-02-27 23:31:00+00:00,"Check out my NFT listing on OpenSea! https://t.co/GJfVPNadza via @opensea #NFT #Metaverse #meta #NFTdrop #Ethereum #opensea #nftcollector #NFTGiveaway #NFTGame #NFTs #blockchain #NFTCommunity 
#openseanft #pixelart 
#CollectorsAreWatching","['NFT', 'Metaverse', 'meta', 'NFTdrop', 'Ethereum']",Twitter Web App,False,Algeria,"(28.0000272, 2.9999825, 0.0)",Algeria,Algeria
ZAMONGUS.VERSE ᴺᶠᵀ,Metapolis,"Forgiven by Christ !!!

#NFTARTIST #SOULFULSAINTS #ZILSMOOTHIES $SOULS #NFT #NFTVERSE #NFTART #METAPOLIS #SPARDAWALLET #SPW #ZILSWAP",2017-10-01 15:32:21+00:00,401,1993,2545,False,2022-02-27 23:30:50+00:00,"#SOULFULSAINTS #3D #ANIMATED #NFT

#METAPOLIS ready !

Collab with #TOOTY_SLIME, a successful collection in @SpardaWallet 

@SpardaFAM @nabzillion87 @jlyssclarisse @zilliqa @ZilSwap @SydneyH86 @sandra_tlibe  

#zilliqa #NFTs #NFTCommunity #Metaverse https://t.co/ChHxkwvomo","['SOULFULSAINTS', '3D', 'ANIMATED', 'NFT', 'METAPOLIS', 'TOOTY_SLIME']",Twitter Web App,False,"Metapolis-ro, Bansong-dong, Hwaseong-si, Gyeonggi, 18455, South Korea","(37.2019082, 127.0701237, 0.0)",Metapolis-ro, South Korea
marcellus,"Berlin, Germany","A crypto enthusiast as well as a graphics designer and website designer...God bless my hustle....ambassador in
Arc_finance || GamyFi Platform || MorpheusLab",2021-10-13 22:47:07+00:00,1024,1611,6557,False,2022-02-27 23:30:12+00:00,"@Crypto__emily #CHEERSLAND has got the best utility #CheersLand is a fascinating scalable #GameFi #Metaverse aggregator.This platform gives you the opportunity to make profits out of your gaming experience,you Play to Earn and Build to Earn,as you take your gaming higher #Launchpad #IDO $cheers","['CHEERSLAND', 'CheersLand', 'GameFi', 'Metaverse']",Twitter for Android,False,"Berlin, 10178, Germany","(52.5186925, 13.3996024, 0.0)",Berlin, Germany
VR Talks,Earth,"We harness the power of #VR to unite thought leaders globally and create conversations worth sharing. 

AltSpace: https://t.co/mmbWqvbwQu…",2011-09-30 05:59:06+00:00,35898,24,45,False,2022-02-27 23:30:04+00:00,Power of the Metaverse: Using Virtual Worlds to Make Our Real World Better https://t.co/HuqRLKgYyy #Metaverse #Meta #VR #VirtualReality https://t.co/n6QXJVvRpC,"['Metaverse', 'Meta']",Buffer,False,"Earth, Lamb County, Texas, 79301, United States","(34.2331373, -102.4107493, 0.0)",Earth, United States
Crypto-Horn,Texas,All things Texas Longhorns & Crypto - Insanely bullish on #chikn (@chikn_nft) $EGG $FEED $STRONG $pebble,2011-10-31 05:36:52+00:00,247,666,45250,False,2022-02-27 23:29:13+00:00,"Has to be one of the best #farmland out there…if this keeps up, gonna be the #1 spot in the #chikn #Metaverse https://t.co/j2Goh3P0yX","['farmland', 'chikn', 'Metaverse']",Twitter for iPhone,False,"Texas, United States","(31.2638905, -98.5456116, 0.0)",Texas, United States
Meta Monsters Club,United States,"MMC is a collection of 6,000 generative NFTs, each with its own unique look & personality. Each running on polygon for a fast and gas-free experience!",2021-12-05 17:19:46+00:00,141,122,66,False,2022-02-27 23:29:05+00:00,"✅ Follow us to grab your monster when it's on sale  ❤️ and 🔁
✅ Join our server https://t.co/WVFytDu5sw 
📢 Meta Monster #1844 is on sale 👉 https://t.co/RhxOqVCWF6

#btc #cryptonews #metaverse #Ethereum #NFTCommunity #nftart #nftartist #raredigitalart",,MetaMonstersClub,False,United States,"(39.7837304, -100.445882, 0.0)",United States,United States
Golden Boy📈🌟🌟,"Nigeria, ph","Crypto Enthusiast || Content Creator || Graphics Designer || Programmer || Crypto Projects Ambassador ||
Contact: bonaventureezeobi@gmail.com",2013-01-10 15:58:51+00:00,366,494,2566,False,2022-02-27 23:29:01+00:00,"@Ralvero You should look out for @RadiantGloryRGN and it's token $RGN. It's token is about to go 100x. You could download and register it's game at https://t.co/kdeo8m3QP1 to earn.

Join its TG community https://t.co/qnYvaWClK3

#GameFi #NFTs #NFT #Metaverse  #blockchain #Play2Earn #P2E",,Twitter for Android,False,"Nigeria, Aeropark, Don Bosco, Parañaque, Southern Manila District, Metro Manila, 1711, Philippines","(14.484404, 121.0330474, 0.0)",Nigeria, Philippines
Billionaire_nftclub🛸,space,A boy from 2050🛸,2020-09-27 10:30:27+00:00,29,341,64,False,2022-02-27 23:28:52+00:00,You may purchase my 3👽3 NFT on Rarible now https://t.co/WX38htBEQY #rarible #ethereum #Aliens #Bitcoin #Metaverse  #nonfungible #digitalasset #nft via @rarible,"['rarible', 'ethereum', 'Aliens', 'Bitcoin', 'Metaverse']",Twitter Web App,False,"Space, Huntington Beach, Orange County, California, United States","(33.683073949999994, -117.94479783055465, 0.0)",Space, United States
VRtoday,Virtual Reality ,Find the next VR thing. Get the latest Metaverse news in your inbox.,2021-06-02 11:43:09+00:00,274,26,867,False,2022-02-27 23:28:40+00:00,Cyberpunk 2077 Now Playable In VR Thanks To New Mod | Screen Rant - Screen Rant https://t.co/a8Mi3qUS3v #VR #VirtualReality #AR #AugmentedReality #Metaverse #XR #VRToday #VRNews #MetaverseNews #vrheadset #newtech #productreviews,['VR'],Integromat,False,"Virtual Reality, Mads Patent Vej, Elsmark, Sønderborg Municipality, 6430, Denmark","(55.0402174, 9.808438, 0.0)",Virtual Reality, Denmark
Roberto Serrano' 📊🎮🍿,"Puglia, Italia","This is my 2nd account @geronimo_73 Business Analyst, Web/Tech/Project Specialist, former PR & Chief Editor at 4news, Professional Service Delivery @DXCItaly",2021-05-29 22:49:18+00:00,3573,877,10312,False,2022-02-27 23:28:36+00:00,"LG remembers that PlayStation Home was the OG Metaverse

#PSHome #Metaverse 
https://t.co/Tn9y60Yx5N","['PSHome', 'Metaverse']",Twitter for Android,False,"Apulia, Italy","(40.9842539, 16.6210027, 0.0)",Apulia, Italy
Dave,"Melbourne, Victoria","Head of Client Services , studying Full Stack Engineering, usually find me tweeting random thoughts that pass through my head. 1 x Author 📘",2010-06-04 23:47:18+00:00,731,2088,2399,False,2022-02-27 23:28:31+00:00,Whats the best way to learn about the #Metaverse ?,['Metaverse'],Twitter Web App,False,"Melbourne, City of Melbourne, Victoria, Australia","(-37.8142176, 144.9631608, 0.0)",Melbourne, Australia
Madaline Zannes | madaline.eth,"Toronto, Ontario","Lawyer. IP, Real Estate, Business, Web3/NFTs, Entertainment. Forty Under 40. Rocker. Model/Actor. Join me at my metaverse VR law firm @zanneslawfirm",2009-01-10 11:02:50+00:00,39261,38022,85557,True,2022-02-27 23:27:50+00:00,"Enjoyed being on today's @cbcradio episode of ""The Cost of Living"", chatting about the #metaverse with @andrewnguyenCBC. Andrew rocks!

Thanks @cbccostofliving team!

To check it out, it'll be aired again this Tuesday at 11:30am EST. 

Or listen in here:
https://t.co/BEtXJsrI8L https://t.co/wqzFSpxSGc",['metaverse'],Twitter for Android,False,"Toronto, Golden Horseshoe, Ontario, Canada","(43.6534817, -79.3839347, 0.0)",Toronto, Canada
🔛 Enrico Molinari #FinTech #MWC2022 🇮🇹🇪🇺🇺🇸,Global    ,innovation manager & CMO @HPE @BNPParibas ⭐ university marketing fintech ESG prof ⭐ keynote speaker & journalist ⭐ Top Global FinTech influencer,2009-09-19 23:55:41+00:00,44263,6547,60675,False,2022-02-27 23:27:00+00:00,"https://t.co/idIEO7eziB FinTech Magazine

#fintech #ESG #SDGs #insurtech #finserv #marketing #neobanks #payments #100DaysOfCode #flutter #Python #JavaScript #coding #Metaverse #Django @enricomolinari #NFT #blockchain #AI #GovTech #Analytics","['fintech', 'ESG', 'SDGs', 'insurtech', 'finserv', 'marketing', 'neobanks', 'payments']",Twitter Web App,False,"Global, 81, Barber Greene Road, Don Mills, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M3C 2C3, Canada","(43.7283874, -79.34914879325001, 0.0)",Global, Canada
MetaHub,Web 3.0,"🎮Play-to-Earn NFT Games 
💰Crypto Social Network 
🔮Coming Soon
#metahub #playtoearn #p2e #crypto #metaverse",2016-04-04 07:32:40+00:00,62,117,47,False,2022-02-27 23:26:26+00:00,"🎮 Mines of Dalarnia
🟠 Beta
Free-to-Play: NFT
Play-to-Earn: Crypto
Game Tokens: DAR
🖲 Devices: Web
https://t.co/i6zvEwgnQz
#MinesofDalarnia #crypto #cryptogame #cryptogames #web3 #blockchaingames #nft #nftgame #p2e #playtoearn #metaverse #gamefi #defi #metuhub #metahubvc",,Twitter Web App,False,"Web, Eureka Springs, Carroll County, Arkansas, 42632, United States","(36.4054389, -93.7391953, 0.0)",Web, United States
Golden Boy📈🌟🌟,"Nigeria, ph","Crypto Enthusiast || Content Creator || Graphics Designer || Programmer || Crypto Projects Ambassador ||
Contact: bonaventureezeobi@gmail.com",2013-01-10 15:58:51+00:00,366,494,2566,False,2022-02-27 23:25:48+00:00,"@TheMoonCarl It has to be $RGN. A token of @RadiantGloryRGN.
It is one of the blockchain platform that aims to build at Gamefi world and create a real players on blockchain game.
Register on https://t.co/kdeo8m3QP1

#GameFi #NFTs #NFT #Metaverse  #blockchain #Play2Earn #P2E https://t.co/XtI9abTpYu",,Twitter for Android,False,"Nigeria, Aeropark, Don Bosco, Parañaque, Southern Manila District, Metro Manila, 1711, Philippines","(14.484404, 121.0330474, 0.0)",Nigeria, Philippines
Cebolitos,Gold Coast,"Just Dropped: Check out the latest must-have Hair of the Decentraland.
On Decentraland Marketplace for only 3 MANA.",2021-11-02 11:46:01+00:00,8,24,5,False,2022-02-27 23:25:15+00:00,"@DropYourNFT Punks Not Dead!!!!
Just Dropped: Check out the latest must-have Decentraland Wearable Hair!!!

Only 3 MANA.
https://t.co/HmH5Gg8eY1

Check it out!!! 

#Decentraland
#MarketPlace
#Metaverse
#Wearable
#Hair
#MANA
#Punks
#Punk
@Decentraland
@Metaverse
@0xPolygon
@MANA
@DropYourNFT https://t.co/yu8da4TqC2",,Twitter for Android,False,"Gold Coast, Queensland, Australia","(-28.0023731, 153.4145987, 0.0)",Gold Coast, Australia
marcellus,"Berlin, Germany","A crypto enthusiast as well as a graphics designer and website designer...God bless my hustle....ambassador in
Arc_finance || GamyFi Platform || MorpheusLab",2021-10-13 22:47:07+00:00,1024,1611,6557,False,2022-02-27 23:25:08+00:00,"@AltcoinWorldcom @MetaMarsBSC #CHEERSLAND has got the strongest community.
#CheersLand is a fascinating scalable #GameFi #Metaverse aggregator.This platform gives you the opportunity to make profits out of your gaming experiences, @cheers_land you Play to Earn and Build to Earn 
#Launchpad #IDO #IGO $cheers","['CHEERSLAND', 'CheersLand']",Twitter for Android,False,"Berlin, 10178, Germany","(52.5186925, 13.3996024, 0.0)",Berlin, Germany
Cebolitos,Gold Coast,"Just Dropped: Check out the latest must-have Hair of the Decentraland.
On Decentraland Marketplace for only 3 MANA.",2021-11-02 11:46:01+00:00,8,24,5,False,2022-02-27 23:24:22+00:00,"Punks Not Dead!!!!
Just Dropped: Check out the latest must-have Decentraland Wearable Hair!!!

Only 3 MANA.
https://t.co/HmH5Gg8eY1

Check it out!!! 

#Decentraland
#MarketPlace
#Metaverse
#Wearable
#Hair
#MANA
#Punks
#Punk
@Decentraland
@Metaverse
@0xPolygon
@MANA
@DropYourNFT https://t.co/65qCq0vioZ",,Twitter for Android,False,"Gold Coast, Queensland, Australia","(-28.0023731, 153.4145987, 0.0)",Gold Coast, Australia
Oladipupo Michael Oluwatosin,West Africa,"I'm a Professional Marketer, with Specialized marketing strategy in promoting NFTs to boost sales, and popularity.",2021-08-25 05:55:45+00:00,55,558,8,False,2022-02-27 23:23:56+00:00,"Do you love NFTs?

JOIN DISCORD 👉 https://t.co/alHIGw417F

#NFTs #nfts #NFT #NFTdrop #nftcollector #Metaverse #Ethereum https://t.co/wBupvQSBBX","['NFTs', 'nfts', 'NFT', 'NFTdrop', 'nftcollector', 'Metaverse']",Twitter for Android,False,"Young African Leaders Initiative Regional Leadership Center, West Africa, Accra (YALI), Greenhill Close, Green Hill, Accra, Okaikwei North Municipal District, Greater Accra Region, BOX LG25, Ghana","(5.6343285000000005, -0.20012477770047185, 0.0)",Young African Leaders Initiative Regional Leadership Center, Ghana
VRtoday,Virtual Reality ,Find the next VR thing. Get the latest Metaverse news in your inbox.,2021-06-02 11:43:09+00:00,274,26,867,False,2022-02-27 23:23:39+00:00,Bonds launches Bonds Home bedding with AR bedtime routine experience via Special and Buck - Campaign Brief https://t.co/xaxmqcAujs #VR #VirtualReality #AR #AugmentedReality #Metaverse #XR #VRToday #VRNews #MetaverseNews #vrheadset #newtech #productreviews,,Integromat,False,"Virtual Reality, Mads Patent Vej, Elsmark, Sønderborg Municipality, 6430, Denmark","(55.0402174, 9.808438, 0.0)",Virtual Reality, Denmark
Mave tools,"Florida, USA",•Professional Hacking Services | •Crypto | •iCloud ID | •Instagram | Snapchat | •facebook | •iMessage Hack | Spying | Account Recovery | follow and Inbox Me,2021-03-20 15:23:47+00:00,121,5,163,False,2022-02-27 23:23:17+00:00,"Inbox me now !! for your all Account Recovery, All Account Help, All hacking services, #Account #recovery #l #Discord #cryptocurrency @instagram ,coinbase Support ,Snapchat support ,discord hacked , twitch support ,hacked , psn support or hacked , meta hacked #Metaverse","['Account', 'recovery', 'l']",Twitter for iPhone,False,"Florida, United States","(27.7567667, -81.4639835, 0.0)",Florida, United States
Raingump,"Victoria, British Columbia","Oilers fan. Old man gamer. Crypto. NFTs. $KTO Delegate
#shibarmy #KTO $RYOSHI #letsgooilers 
 https://t.co/S5Uq84BqO0 
https://t.co/NvhM6lV9av",2009-07-01 01:52:33+00:00,285,555,8599,False,2022-02-27 23:23:00+00:00,"With a staking platform with 20% APR. 
When @KounotoriToken releases it, easy to say we go #ToTheMoon.
You don't want to #FOMO in, be there early.

#LBOW #storkholders #storktroopers #KTO #cryptocurrecy #altcoin #Metaverse #NFTs https://t.co/36bxTq2oli",['ToTheMoon'],Twitter Web App,False,"Victoria, Capital Regional District, British Columbia, Canada","(48.4283182, -123.3649533, 0.0)",Victoria, Canada
"""I Have Friends"" NFT collection",Copenhagen,TikTok meme brought to life as NFTs! AI-generated (Disclaimer: Not actual friend).,2021-10-19 15:56:27+00:00,323,997,3712,False,2022-02-27 23:22:07+00:00,"@A_NFT_Promoter ❤Have an AI friend in the #Metaverse❤ 👉Get in early : https://t.co/snoXjSJCwc 👈 100 realistic, named friends created using AI. #nfts #nftcollector #nftart #cryptoart #OpenSeaNFT #nft https://t.co/LSCSDXvpid",['Metaverse'],IHaveFriends,False,"Copenhagen, Copenhagen Municipality, Capital Region of Denmark, 1357, Denmark","(55.6867243, 12.5700724, 0.0)",Copenhagen, Denmark
Scoobi-Doge,Transylvania,"The funniest TOKEN!
MEMES + ComicNFT + Play2Earn Gaming + Metaverse

https://t.co/iUijjeV86n
https://t.co/VRvAPUzCQF

Comic NFT DAO
Book No1 (Genesis) - The BiteCoin Quest",2021-04-20 22:43:21+00:00,1529,293,1764,False,2022-02-27 23:21:09+00:00,Hey top Dogs! What's woofing on?! Woof it up 🙌 like a real🐶Few hours before end of the 4th Wave! Price are soon increasing...again...and no doubt Scoobi LANDS will never be that cheap anymore 👀 Owners be patient and loyal 💪 and we will reach MARS sooner than later! #Metaverse https://t.co/LRTSha0KAy,,Twitter Web App,False,"Transylvania, Band, Mureș, 547065, Romania","(46.5971623, 24.3740295, 0.0)",Transylvania, Romania
Jock House,USA ,Your mom's favorite secret society of bro-culture capitalists & sorority-vibe chicks. Private social #NFT club. 🦩 #DBAP #REKT #SEC #Sports #Party #Crypto,2022-01-20 17:13:05+00:00,3,58,14,False,2022-02-27 23:21:06+00:00,"🔥 JOCK HOUSE IS HERE! 🔥 

🍺💨 🐐🤳👔👙💋

🏠 vs 🏠 VR &amp; IRL competitions, challenges, and games. + SO much more!

#nft #nfts #nftcommunity #nftcollection #crypto #cryptocurrency #web3 #metaverse
#party #SPRINGBREAK #oktoberfest #blockchain #sports https://t.co/yCiFdXEGp7",['nft'],Twitter for iPhone,False,United States,"(39.7837304, -100.445882, 0.0)",United States,United States
marcellus,"Berlin, Germany","A crypto enthusiast as well as a graphics designer and website designer...God bless my hustle....ambassador in
Arc_finance || GamyFi Platform || MorpheusLab",2021-10-13 22:47:07+00:00,1024,1611,6557,False,2022-02-27 23:20:49+00:00,"@CryptoGemsCom @MetaMarsBSC @InuKishu @BscPitbull @BabyDogeCoin @CheemsInu @InuSaitama @RichQuack @RealFlokiInu $cheers of @cheers_land
#CheersLand is a fascinating scalable #GameFi #Metaverse aggregator.This platform gives you the opportunity to make profits out of your gaming experiences, here you Play to Earn and Build to Earn,taking your gaming higher #Launchpad #IDO #IGO $cheers",,Twitter for Android,False,"Berlin, 10178, Germany","(52.5186925, 13.3996024, 0.0)",Berlin, Germany
Realart_nft,Colombia,"I'm Ricardo Martinez, mechanical engineer, 3d designer of mechanical parts, structures and buildings, digital artist and now passionate about the metaverse!",2022-02-03 02:48:48+00:00,5,51,22,False,2022-02-27 23:19:22+00:00,"Working in the next proyect…
Available on opensea 👉🏼 https://t.co/611AdEUufF                                                          #nft #sphynx_nft #art #digitalart #cat #nft_cat #nft_rare #metaverso #metaverse #metaversegeneration #metaversenft 🦊🔥💥🪐 https://t.co/yncIavs8Dh",,Twitter for iPhone,False,Colombia,"(4.099917, -72.9088133, 0.0)",Colombia,Colombia
MetaHub,Web 3.0,"🎮Play-to-Earn NFT Games 
💰Crypto Social Network 
🔮Coming Soon
#metahub #playtoearn #p2e #crypto #metaverse",2016-04-04 07:32:40+00:00,62,117,47,False,2022-02-27 23:18:46+00:00,"🎮 DeFi Kingdoms
🟢 Live
Free-to-Play: Crypto
Play-to-Earn: Crypto, NFT
Game Tokens: JEWEL
🖲 Devices: Web
https://t.co/1wNJMZUMhF
#DeFiKingdoms #crypto #cryptogame #cryptogames #web3 #blockchaingames #nft #nftgame  #p2e #playtoearn #metaverse #gamefi #defi #metuhub #metahubvc",,Twitter Web App,False,"Web, Eureka Springs, Carroll County, Arkansas, 42632, United States","(36.4054389, -93.7391953, 0.0)",Web, United States
Xander // ザンダー,"Sydney, New South Wales","Opinions are my own. 

Head of Social APAC - @Livewire_Group

Learning Japanese please excuse the typos! にほんご を べんきょう します",2008-08-27 04:03:59+00:00,818,1738,4236,False,2022-02-27 23:18:34+00:00,"I think that the #Metaverse could be amazing, but it needs to be an easier experience for customers too, check out these 'Three steps to get started' for the #Samsung 837X: Experience &amp; #NFT https://t.co/MZUi7aFmU6",['Metaverse'],Twitter Web App,False,"Sydney, New South Wales, Australia","(-33.8548157, 151.2164539, 0.0)",Sydney, Australia
BiggieDip,Earth,Let's talk Crypto,2020-09-14 00:29:39+00:00,265,210,963,False,2022-02-27 23:18:04+00:00,"@trace_network 
🔥Let's Talk BUDDY🔥

Hey guys 🤗
@Trace_network want you all to tune in to understand more about Trace's #BUDDY, creating real-looking #Avatars, #Metaverse, Roadmap'22 &amp; more in an AMA on 24/Feb, 2:30pm UTC.",,Twitter for Android,False,"Earth, Lamb County, Texas, 79301, United States","(34.2331373, -102.4107493, 0.0)",Earth, United States
Rigan Sarder,"Dhaka, Bangladesh","Name : Rigan Sarder.
Permanent Address
Village : Jurgow Post Office : Kalkini
Police Station : Kalkini Thana District : Madaripur. Dhaka,  Bangladesh.",2022-01-31 01:30:49+00:00,15,334,655,False,2022-02-27 23:17:29+00:00,"@BNBCHAIN Your project is very good, the whitepaper is also very clear, I hope your project can be successful and successful in the future.

#Moniwar #BSC #NFT #GameFi #Metaverse #MVBIV 
@moniwar_game",,Twitter for Android,False,"Dhaka, Dhaka Metropolitan, Dhaka District, Dhaka Division, BZHS, Bangladesh","(23.7861979, 90.4026151, 0.0)",Dhaka, Bangladesh
mohamed ismail,United Arab Emirates,Product UX Designer   #designthinking #productdesign #designsystems #uxdesign #uidesign,2011-03-10 02:26:44+00:00,44,164,34,False,2022-02-27 23:16:54+00:00,"Gartner expects that by 2026, 25% of people will spend at least one hour a day in the Metaverse for work, shopping, education, social media and/or entertainment. #Metaverse #business #technology https://t.co/YqNIq6Ntzu",,Twitter for iPhone,False,United Arab Emirates,"(24.0002488, 53.9994829, 0.0)",United Arab Emirates,United Arab Emirates
Fealty Gaming,New York,"Video Games, Content Creator, Diet, Weightloss, Podcasts, & Much Much More (former to all... for now)

https://t.co/m0B9GNwBCO",2014-05-07 19:54:00+00:00,330,1266,3305,False,2022-02-27 23:16:53+00:00,I hath finally ascended to a higher plane... I have joined the @TheHolyOnesNFT. Thanks @MorpheusAlmight for the #HolyOnesNFT giveaway. Been a fan of the project for a while &amp; it is exciting what HO is creating for the #Decentraland #Metaverse. #NFT be with you... and also you. https://t.co/TalXZ02Ond,,Twitter Web App,False,"New York, United States","(40.7127281, -74.0060152, 0.0)",New York, United States
