user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Brendan Brisebois,,,2016-05-06 19:10:23+00:00,6,3,0,False,2022-02-27 22:35:01+00:00,"Will Metaverse succeed? Will it fade away into oblivion after a few years?  Guardian Tech answers the tough questions in this enlightening article. 

#Metaverse #What'sMeta #TechTalk https://t.co/K97CNhxPi6",,Hootsuite Inc.,False
7 Days Space,,"Information for all about crypto!
#NFT generator 
Promoting #NFTs",2018-01-04 09:12:09+00:00,508,531,2158,False,2022-02-27 22:35:01+00:00,"🏕️A dangerous land for the Illusion lover! Provide a drink on the rocks with your helpful hometown wizard.🧙

15%QFH9GDPRCQ -15%off😍

@AftermathIsland #NTFs #NTF #WAXP #Metaverse #PlayToEarn 
#GameDev #VirtualReality #NFTCommunity #MetaverseNFT #BNB
https://t.co/mz8jviX6hv",,Hootsuite Inc.,False
M,Tehran ,"⚜Mani⚜
.
the only thing🏛that is impossible⭐is just the( impossible ) 🗽
^^☯️
.
..
...
✋waiting",2021-10-29 11:24:16+00:00,71,221,4681,False,2022-02-27 22:34:57+00:00,"@CryptoGemsCom @AltcoinWorldcom $pex time for mem 🔝🚀🚀🚀🚀
#NFT #Metaverse 
#staking #game 
my turn","['NFT', 'Metaverse', 'staking', 'game']",Twitter for Android,False
M,Tehran ,"⚜Mani⚜
.
the only thing🏛that is impossible⭐is just the( impossible ) 🗽
^^☯️
.
..
...
✋waiting",2021-10-29 11:24:16+00:00,71,221,4681,False,2022-02-27 22:34:52+00:00,"@CryptoGemsCom @AltcoinWorldcom Time for mem 
$pex 💪✅
#nft #Metaverse #staking 
#game 📈","['nft', 'Metaverse', 'staking', 'game']",Twitter for Android,False
BruceFleeRoytheDragonnimoeblue$,Nj/NYC/pa/Va/ATL/vegas/mexico,Mad Cool mad funny love money handsome bunny 🌴🐉🏧 #allmoneyin 🎤🥊🎵 #Topofresorts #nimoeblue$ #TMT #unitedmasters #defjam AKA #nightquill 🍵,2010-10-14 20:06:30+00:00,3945,2297,9826,False,2022-02-27 22:34:41+00:00,"#metaverse #thedragon 🐉 🌊🌊🌊🌊🌊🌊🌊 @ Atlantic City, New Jersey https://t.co/H1Ir0A4DN3","['metaverse', 'thedragon']",Instagram,False
Crypto🥶Chill,,don't take me for granted |  #cryptoenthusiasts | #NFTfan | lovin' #crypto project since 2016,2021-05-13 08:37:06+00:00,63,300,1057,False,2022-02-27 22:34:37+00:00,"@altcryptocom Not listed yet but eyeing @RoTTheGame 

📣AMA with @AvStarCapital on Feb 28
🏦Strategic investment with @Momentum_6 and partnership with @AvStarCapital and @RankerDAO
📝Discord Whitelist Invite Campaign for Genesis NFT Drop

#Metaverse #NFT #PlaytoEarn #Bitcoin $ROT $BTC $CAKE https://t.co/o9Mz4rolPd",,Twitter for Android,False
Crypto_Gündem,,Yatırım tavsiyesi vermiyorum. Araştırmanızı yapmadan yatırım yapmayın.,2021-04-22 17:59:16+00:00,420,508,32632,False,2022-02-27 22:34:27+00:00,"@WhaleInsider #LTSG  ❤️

@LotsGaming  💎 

#Metaverse  🔥  and Game-based LOTS coin, owned by LOTS GAMING, which crypto investors have been waiting for a long time with curiosity and excitement, has been released. 

WEBSITE 🌐 : https://t.co/8cdLAQswO2
TG Global🌍  : https://t.co/2ZV417P0Yj https://t.co/wcZcKtEgDO","['LTSG', 'Metaverse']",Twitter Web App,False
M,Tehran ,"⚜Mani⚜
.
the only thing🏛that is impossible⭐is just the( impossible ) 🗽
^^☯️
.
..
...
✋waiting",2021-10-29 11:24:16+00:00,71,221,4681,False,2022-02-27 22:34:23+00:00,"@CryptoGemsCom @altcryptocom Time for mem 
$pex 💪✅
#nft #Metaverse #staking 
#game 📈","['nft', 'Metaverse', 'staking', 'game']",Twitter for Android,False
🅻🆄🅲🅺🆈 🅻🆄🅲🅰🅽🅸🅰,Italy,"ℕᖴⓉ ＡＲ𝓉𝐈𝕊т - 𝓂𝓂A (м𝒾χᵉ𝒹 爪Ｅ∂ＩΔ ＡⓇＴ)
▲●■ https://t.co/wNQDmjxk16 | https://t.co/RICOjE8yzC | https://t.co/H2QjJDVUWr | Instagram: luckylucania_nft",2022-01-28 20:17:33+00:00,157,127,2953,False,2022-02-27 22:34:10+00:00,"GN wonderful #NFTCommunity !

I wish everyone a restful and hopefully peaceful night. let's work together for peace!🙏🏻☮️

I, Lucky Lucania will do what is possible.🫂

#NFT #NFTs #nftcollector #NFTartist #NFTCollection #nftart #ETH #Crypto #Metaverse #cryptocurrency #OpenSeaNFT https://t.co/mDK7lApyn1",['NFTCommunity'],Twitter for iPhone,False
Crypto🥶Chill,,don't take me for granted |  #cryptoenthusiasts | #NFTfan | lovin' #crypto project since 2016,2021-05-13 08:37:06+00:00,63,300,1057,False,2022-02-27 22:33:51+00:00,"@cryptogems555 Check @RoTTheGame 

📣AMA with @AvStarCapital on Feb 28
🏦Strategic investment with @Momentum_6 and partnership with @AvStarCapital and @RankerDAO
📝Discord Whitelist Invite Campaign for Genesis NFT Drop

#Metaverse #NFT #PlaytoEarn #Bitcoin $ROT $BTC $CAKE $SOL https://t.co/dQRGLmGzQd",,Twitter for Android,False
Lenu🎩,,,2021-10-01 09:38:08+00:00,50,135,59,False,2022-02-27 22:33:27+00:00,"@1goonrich $RGN sure 1000x. A token of @RadiantGloryRGN. 
A blockchain game platform aiming to connect traditional games, developers &amp; players to the world of blockchain games.

#GameFi #NFTs #NFT #Metaverse #blockchain #Play2Earn #P2E",,Twitter for Android,False
Crypto_Gündem,,Yatırım tavsiyesi vermiyorum. Araştırmanızı yapmadan yatırım yapmayın.,2021-04-22 17:59:16+00:00,420,508,32632,False,2022-02-27 22:33:19+00:00,"@AltcoinWorldcom #LTSG  ❤️

@LotsGaming  💎 

#Metaverse 🔥

 Open-World VR Games  💻 

 1.000.000.000 Total Supply

If you're ready for new experiences, join our community!

WEBSITE 🌐 : https://t.co/8cdLAQswO2 

TG Global🌍  : https://t.co/2ZV417P0Yj https://t.co/20ln0gtSUE","['LTSG', 'Metaverse']",Twitter Web App,False
Guns N' Roses,,,2010-09-20 01:07:30+00:00,302,264,8,False,2022-02-27 22:33:13+00:00,"Trade crypto on Bybit! Get up to $100 Bonus when you sign up with my link and trade! https://t.co/iZj4nms2ZR 
#NFT #GameFi #Metaverse #bitcoin #Mining #Giveaway",['NFT'],Botbird tweets,False
Crypto🥶Chill,,don't take me for granted |  #cryptoenthusiasts | #NFTfan | lovin' #crypto project since 2016,2021-05-13 08:37:06+00:00,63,300,1057,False,2022-02-27 22:33:13+00:00,"@altcryptocom Not listed yet but it's gonna be $ROT of @RoTTheGame 

📣AMA with @AvStarCapital on Feb 28
🏦Strategic investment with @Momentum_6 and partnership with @AvStarCapital and @RankerDAO
📝Discord Whitelist Invite Campaign for Genesis NFT Drop

#Metaverse #NFT #PlaytoEarn #Bitcoin https://t.co/MFViKUw2xy",,Twitter for Android,False
Ven33z Nguyen 🦄🐸🐶🐱,Metaverse,🦄🐶🐱🐸 The F ROI meme | $BIN #Binemon #BinArmy #Metaverse #GameFi #F_ROI,2021-11-30 04:23:56+00:00,306,408,2242,False,2022-02-27 22:32:46+00:00,"Good morning Nguyen Fam! Zumba muna before mag-end ang season 🕺💃

$BIN #Binemon #BinArmy #GameFi #Metaverse https://t.co/uvr5ZzW0zV","['Binemon', 'BinArmy', 'GameFi', 'Metaverse']",Twitter for iPhone,False
CRYPTO BADSHA ⚡,India,,2020-02-11 15:48:42+00:00,32,191,1126,False,2022-02-27 22:32:46+00:00,"@TheMoonCarl A true 100x will definitely need state-of-the-art technology.

So, my clear pick is $SDX and $KSI - both part of the @SwapdexO ecosystem.
#DEX, #NFT, #Metaverse, #EVM and a brand-new substrate based #web3 #Blockchain
They have it all!!

Both running for #CoinOfTheYear",,Twitter for Android,False
Meta Origins NFT,"Los Angeles, CA","Meta Origins NFT
https://t.co/VFNeAkf7nV
@opensea @metaorigins",2021-12-22 19:25:02+00:00,274,259,874,False,2022-02-27 22:32:35+00:00,https://t.co/8kNrg980Qa check out on OpenSea #nft #nftgallery #Metaverse #MetaverseNFT #nfts #nftcommunity #Nftcollection #nftcollectors #nftart #NFTdrop #NFTartist #NFTartists #ChevroletCorvette #SanFrancisco #corvette #Potrerohill #usa #California #Crypto #sunset #StopRussia,"['nft', 'nftgallery', 'Metaverse', 'MetaverseNFT', 'nfts', 'nftcommunity']",Twitter for Android,False
CRYPTO BADSHA ⚡,India,,2020-02-11 15:48:42+00:00,32,191,1126,False,2022-02-27 22:32:35+00:00,"@AltcoinWorldcom A true 100x will definitely need state-of-the-art technology.

So, my clear pick is $SDX and $KSI - both part of the @SwapdexO ecosystem.
#DEX, #NFT, #Metaverse, #EVM and a brand-new substrate based #web3 #Blockchain
They have it all!!

Both running for #CoinOfTheYear",,Twitter for Android,False
Doc Flokiwood,,"- Valhalla Valkyries - preparing to go to Valhalla.

Floki coin by @RealFlokiInu - all others are a scam.

No financial advice",2021-11-20 17:48:58+00:00,155,96,664,False,2022-02-27 22:32:27+00:00,@Cogzfloki715 @coinspotau @RealFlokiInu There is also the #Floki #Metaverse called #Valhalla that is launching his battle arena alpha on monday. Dont miss out on the $Floki gem. https://t.co/iBKTmdZtAq,"['Floki', 'Metaverse', 'Valhalla']",Twitter Web App,False
Yanni 🌻,,"Michis 😾
Rock 🤟
Books 📚
si me sigues yo te sigo 😊",2022-02-24 02:27:32+00:00,11,40,180,False,2022-02-27 22:32:26+00:00,"@lebron_gains @theparallel_io What good news, we are getting closer to enjoying this #Metaverse with parallel_io",['Metaverse'],Twitter for Android,False
Crypto🥶Chill,,don't take me for granted |  #cryptoenthusiasts | #NFTfan | lovin' #crypto project since 2016,2021-05-13 08:37:06+00:00,63,300,1057,False,2022-02-27 22:32:22+00:00,"@cryptogems555 Yup! One will be @RoTTheGame 

📣AMA with @AvStarCapital on Feb 28
🏦Strategic investment with @Momentum_6 and partnership with @AvStarCapital and @RankerDAO
📝Discord Whitelist Invite Campaign for Genesis NFT Drop

#Metaverse #NFT #PlaytoEarn #Bitcoin $ROT $BTC $CAKE $SOL https://t.co/qUqe0A9qap",,Twitter for Android,False
CRYPTO BADSHA ⚡,India,,2020-02-11 15:48:42+00:00,32,191,1126,False,2022-02-27 22:32:19+00:00,"@Eljaboom A true 100x will definitely need state-of-the-art technology.

So, my clear pick is $SDX and $KSI - both part of the @SwapdexO ecosystem.
#DEX, #NFT, #Metaverse, #EVM and a brand-new substrate based #web3 #Blockchain
They have it all!!

Both running for #CoinOfTheYear",,Twitter for Android,False
HERMIE || #CRYPTO TRICKS,,"follow trick created to gain more moots and meet new people❗❗❗ Turn on notification 💕 CRYPTO

#crypto
#metaverse
#followforfollow
#nft
#DeFi",2022-01-17 02:21:31+00:00,149,329,81,False,2022-02-27 22:32:11+00:00,"Get the mask to enter this cool universe and regain the culture! The mask will be your identity in the game and it is a MUTABLE #NFTs so it's customizable 🔥 get the mask, use your power &amp; FIGHT ‼️ #Metaverse #NFTCommunity #P2E #crypto #MetaverseNFT https://t.co/H8iuPrM5wW",,Twitter for iPhone,False
NinjaFT Feed,,Live look at NinjaFT activity!,2022-01-12 04:42:40+00:00,148,1,0,False,2022-02-27 22:32:02+00:00,"Sold! 1:1 BSC GayPunks #68 for $79.99
#nft #smartchain #metaverse #crypto https://t.co/6WeAGdUr1w","['nft', 'smartchain', 'metaverse', 'crypto']",Zapier.com,False
diana_blueSparrow1,,,2021-10-04 09:58:48+00:00,226,156,5855,False,2022-02-27 22:31:53+00:00,"2022, the year of bluesparrow CEX?  And Web 3.0? 
#BlueSparrow, with NFTs, Web 3.0 and the Technologies Enabling the #Metaverse, will be brilliant in 2022
Please list us
#bluesparrowETH 
#BlueSparrowtoken 
#BlueSparrowCommunity 
#bluesparrow 
#Bluesparrowcharity 
#ETH 726z",['BlueSparrow'],Twitter Web App,False
Serdar Kose,,,2012-09-29 17:52:28+00:00,24,695,312,False,2022-02-27 22:31:45+00:00,"The Koi Network will use the ElGamal encryption algorithm to encrypt Buyer Bid Offer so that only the Seller can decrypt and view the original information for the Buyer’s Bid Offer. 

#KoiMetaverse #P2E #metaverse 
@abdllhoztrk 
@bukettde",,Twitter Web App,False
Crypto🥶Chill,,don't take me for granted |  #cryptoenthusiasts | #NFTfan | lovin' #crypto project since 2016,2021-05-13 08:37:06+00:00,63,300,1057,False,2022-02-27 22:31:40+00:00,"@AltcoinWorldcom Have you checked @RoTTheGame ? 

📣AMA with @AvStarCapital on Feb 28
🏦Strategic investment with @Momentum_6 and partnership with @AvStarCapital and @RankerDAO
📝Discord Whitelist Invite Campaign for Genesis NFT Drop

#Metaverse #NFT #PlaytoEarn #Bitcoin $ROT $BTC $CAKE $SOL https://t.co/XVS5EJRuek",,Twitter for Android,False
꧁ღ❤️☘Sam☘Chou☘❤️ღ,Việt Nam,"꧁ღ❤️☘# ℱѻℓℓѻω ℳε ☘❤️☘ 100% ℱѻℓℓѻω ßαℭƙ ☘❤️ღ꧂
💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯",2020-01-16 17:56:00+00:00,2212,2434,374,False,2022-02-27 22:31:14+00:00,"#definitylegend #blockchain #defi #DLD #metaverse
Excellent project, well elaborated and with organization. We hope that the engagement will be consistent in the near future. Good luck to everyone involved.","['definitylegend', 'blockchain', 'defi', 'DLD', 'metaverse']",Twitter for Android,False
diana_blueSparrow1,,,2021-10-04 09:58:48+00:00,226,156,5855,False,2022-02-27 22:31:13+00:00,"2022, the year of bluesparrow CEX?  And Web 3.0? 
#BlueSparrow, with NFTs, Web 3.0 and the Technologies Enabling the #Metaverse, will be brilliant in 2022
Please list us
#bluesparrowETH 
#BlueSparrowtoken 
#BlueSparrowCommunity 
#bluesparrow 
#Bluesparrowcharity 
#ETH tb4q",['BlueSparrow'],Twitter Web App,False
Crypto🥶Chill,,don't take me for granted |  #cryptoenthusiasts | #NFTfan | lovin' #crypto project since 2016,2021-05-13 08:37:06+00:00,63,300,1057,False,2022-02-27 22:30:56+00:00,"@CryptoGPO $ROT of @RoTTheGame 

📣AMA with @AvStarCapital on Feb 28
🏦Strategic investment with @Momentum_6 and partnership with @AvStarCapital and @RankerDAO
📝Discord Whitelist Invite Campaign for Genesis NFT Drop

#Metaverse #NFT #PlaytoEarn #Bitcoin $ROT $BTC $CAKE $SOL https://t.co/r6YSLln6e5",,Twitter for Android,False
Double Nyi,Myanmar,"#CRO

#TORG  #TORGARMY",2020-03-29 18:30:50+00:00,222,1434,1424,False,2022-02-27 22:30:54+00:00,"@TAROVERSEcom This is amazing and the best project.

@N2A34158872 
@AungLay66010086 
@AungMyi30292743 

#Play2Earn #Giveaway #Metaverse #NFT","['Play2Earn', 'Giveaway', 'Metaverse', 'NFT']",Twitter Web App,False
diana_blueSparrow1,,,2021-10-04 09:58:48+00:00,226,156,5855,False,2022-02-27 22:30:36+00:00,"2022, the year of bluesparrow CEX?  And Web 3.0? 
#BlueSparrow, with NFTs, Web 3.0 and the Technologies Enabling the #Metaverse, will be brilliant in 2022
Please list us
#bluesparrowETH 
#BlueSparrowtoken 
#BlueSparrowCommunity 
#bluesparrow 
#Bluesparrowcharity 
#ETH 2071",['BlueSparrow'],Twitter Web App,False
Crypto🥶Chill,,don't take me for granted |  #cryptoenthusiasts | #NFTfan | lovin' #crypto project since 2016,2021-05-13 08:37:06+00:00,63,300,1057,False,2022-02-27 22:30:07+00:00,"@cryptogems555 Specially when @RoTTheGame launches🚀

📣AMA with @AvStarCapital on Feb 28
🏦Strategic investment with @Momentum_6 and partnership with @AvStarCapital and @RankerDAO
📝Discord Whitelist Invite Campaign for Genesis NFT Drop

#Metaverse #NFT #PlaytoEarn #Bitcoin $ROT $BTC $CAKE https://t.co/5qNEPFJxRh",,Twitter for Android,False
7 Days Space,,"Information for all about crypto!
#NFT generator 
Promoting #NFTs",2018-01-04 09:12:09+00:00,508,531,2158,False,2022-02-27 22:30:02+00:00,"🧝Live as well as travel with the Elven castes throughout the wildwoods, windy fields and rocky mountains of Elven Inlet.🏰

15%QFH9GDPRCQ -15%off😍

@AftermathIsland #Metaverse #VirtualReality #Play2Earn #BNB #ADA #Cardano #DOGE #MANA #Roblox #NFT
https://t.co/iGMEq32jXk",,Hootsuite Inc.,False
MarvMartian,,#nftcollector,2022-02-15 06:58:39+00:00,7,2,18,False,2022-02-27 22:30:01+00:00,"I heard there's a golden martian in the mix?! Can't wait to see that in the #metaverse! Wish me luck 🙏 mint is march 4th, whitelist opportunities on discord @martiansvs #martiansvs #nft #metaverse https://t.co/jDdzhUJcbv",['metaverse'],Hootsuite Inc.,False
Dofin Tech,,"Defi protocol connecting wealth for users in a virtual world through best-in-class blockchain tools.

Discord: https://t.co/aHJBGRFfXe",2021-09-14 03:42:23+00:00,7479,87,113,False,2022-02-27 22:30:00+00:00,"Do you have good ideas and need everyone to support you?
Join DOFIN City! Let's make your dreams come true!

DOFIN CITY👉https://t.co/WHIVNqdwWE
DISCORD👉https://t.co/fkhxZ4ipYd
#Metaverse  #DeFi #cryptocoin https://t.co/4hZuXtpadS",,Twitter Web App,False
$TVK 🌐 Terra Virtua Community,Terra Dome,📄Sharing info about Terra Virtua and $TVK token for the @Terra_Virtua @TerraVirtuaHQ community! 🌐 Terra Virtua Discord Community 🔗 https://t.co/3ECleqXBV9,2020-11-17 14:20:25+00:00,6527,1470,7445,False,2022-02-27 22:30:00+00:00,"The beauty and perfection of nature cannot be underestimated. No wonder @ffragoso did justice in demonstrating the perfection of nature with this 1 of 1 #Art. 

Available at @Terra_Virtua market place.

https://t.co/EznRkedZWD

$TVK 🌐Terra Virtua #NFT #Metaverse #P2E https://t.co/v3NSbVNTje",,TweetDeck,False
Colaba Conversation,Mumbai,"Mumbai’s signature forum on international policy issues affecting the city, the nation & the world. Hosted by @orfmumbai | Dec 1-3, 2021 | view: https://t.co/Zw0VFJf7tX",2021-01-15 08:24:18+00:00,948,15,95,False,2022-02-27 22:30:00+00:00,"It is of utmost importance to ensure that the #metaverse is not controlled by a single entity &amp; users don't require permission from oligopolistic platforms. Govts need to encourage small firms &amp; start-ups into the metaverse, assert @DeoSahil &amp; Ovee Karwa https://t.co/SpLZSEczVx",['metaverse'],TweetDeck,False
diana_blueSparrow1,,,2021-10-04 09:58:48+00:00,226,156,5855,False,2022-02-27 22:29:57+00:00,"2022, the year of bluesparrow CEX?  And Web 3.0? 
#BlueSparrow, with NFTs, Web 3.0 and the Technologies Enabling the #Metaverse, will be brilliant in 2022
Please list us
#bluesparrowETH 
#BlueSparrowtoken 
#BlueSparrowCommunity 
#bluesparrow 
#Bluesparrowcharity 
#ETH 6e58",['BlueSparrow'],Twitter Web App,False
Rubayet Hasan Jim,,Love me or not I don't care,2021-08-24 11:43:22+00:00,30,939,1444,False,2022-02-27 22:29:52+00:00,"@Johnprakash2021 @FEGtoken @lifeisdefi @SDtokens This is definity going to be HUGE! as the team has been an inspiration in their innovative approaches towards achieving the project goals and visions I am so glad to be part of this.
Awesome 💎🚀🚀
@senthillsk1991
@BoradPramod1
@Shanti_lal
#DefiConnect #DFCTipper #Metaverse
#NFTs",,Twitter for Android,False
PG_LIVE_PT.SOL 🇵🇹,Metaverse,"#Metaverse OG in #Sandbox #Staratlas #Mirandus #Netvrk #TCGworld . #Blockchaingaming will change the world.. Why work, just play!!",2015-05-22 10:18:11+00:00,1465,658,8641,False,2022-02-27 22:29:47+00:00,"The Metaverse OG is already travelling the world!!

From #Australia to the #Netherlands, to #Aruba!!!

Don't miss out on this boat!!

 👀👀👀https://t.co/yxvvmLXYCR 👀👀👀

#metaverse #blockchaingaming #NFTs https://t.co/N4kjnPW2nF","['Australia', 'Netherlands', 'Aruba']",Twitter Web App,False
Rubayet Hasan Jim,,Love me or not I don't care,2021-08-24 11:43:22+00:00,30,939,1444,False,2022-02-27 22:29:35+00:00,"@deficonnect This is definity going to be HUGE! as the team has been an inspiration in their innovative approaches towards achieving the project goals and visions I am so glad to be part of this.
Awesome 💎🚀🚀
@senthillsk1991
@BoradPramod1
@Shanti_lal
#DefiConnect #DFCTipper #Metaverse
#NFTs",,Twitter for Android,False
JSUAREZ.ETH,"Saltillo, Coahuila de Zaragoza",Some random dude exploring the metaverse,2017-08-23 01:41:07+00:00,48,225,442,False,2022-02-27 22:29:29+00:00,"More and more AIRDROPS coming on the way fam!

 ⚡Highly Limited Edition VOLTZ Helmet⚡

☝️⚡☝️⚡☝️⚡☝️☝️⚡☝️⚡

#NFTs #NFT #NFTCommunity #Airdrop #metaverse https://t.co/u9lA9GT3Xa",['NFTs'],Twitter for Android,False
Mark Maddison,"England, United Kingdom","lover of animals, especially my 2 shihtzus, married to the most beautiful woman on the planet. let's make a difference in this world. NFT TO THE MOON.",2009-08-07 11:23:40+00:00,223,773,6226,False,2022-02-27 22:29:27+00:00,"🍩:5432 donuts minted
🍩:2345 donuts defrosted in Summer 22
🍩:Sweet life card airdrop
🍩:Ownership in donut DAO
🍩:Metaverse land acquisition
🍩:Real life donut shop

#donutshopnft #donutshop #nftdonut #tothemoon #Metaverse #realworldutility #donutdelivery #openseanft #miamifood https://t.co/Tw61SSoLus",,Twitter for Android,False
diana_blueSparrow1,,,2021-10-04 09:58:48+00:00,226,156,5855,False,2022-02-27 22:29:18+00:00,"2022, the year of bluesparrow CEX?  And Web 3.0? 
#BlueSparrow, with NFTs, Web 3.0 and the Technologies Enabling the #Metaverse, will be brilliant in 2022
Please list us
#bluesparrowETH 
#BlueSparrowtoken 
#BlueSparrowCommunity 
#bluesparrow 
#Bluesparrowcharity 
#ETH nj68",['BlueSparrow'],Twitter Web App,False
Lazy Monkey Club,lazy land,"Welcome to the club
Releasing : 15 april,2022

Discord: https://t.co/gkZrRhrvRd
Instagram: https://t.co/xwxBgou4qF

Project By: @fivity_",2021-12-24 00:43:31+00:00,35,8,11,False,2022-02-27 22:29:12+00:00,"🚨ROADMAP ALERT🚨

Our third step is :
60%:we will giveaway a tesla model 3 to some lucky holder that will be chosen randomly
#NFT #NFTCommunity #NFTdrop #OpenSeaNFT #Metaverse #lazymonkeyclub #Giveaway #tesla https://t.co/zuIGqq9Sdb",,Twitter Web App,False
star nft labs,United States,NFT STAR LABORATORIES . IT IS A TEAM OF 6 PEOPLE THAT HAS DONE A LOT OF RESEARCH AND DEVELOPMENT ON NFT COLLECTIONS SINCE 2019.,2021-10-27 18:30:33+00:00,385,639,1177,False,2022-02-27 22:29:08+00:00,Check out this item on OpenSea https://t.co/efJjyu5s5T via @opensea #nft #NFTs #NFTGiveaway #NFTCommunity #NFTdrop #NFTProject #NFTartist #nftcollector #NFTCollection #collector #BoredApe #BoredApeYC #MutantApeYachtClub #Metaverse #ethnft #EthereumNFTs #OpenSeaNFT #0xApesTrilogy,"['nft', 'NFTs', 'NFTGiveaway', 'NFTCommunity', 'NFTdrop']",Twitter Web App,False
star nft labs,United States,NFT STAR LABORATORIES . IT IS A TEAM OF 6 PEOPLE THAT HAS DONE A LOT OF RESEARCH AND DEVELOPMENT ON NFT COLLECTIONS SINCE 2019.,2021-10-27 18:30:33+00:00,385,639,1177,False,2022-02-27 22:29:01+00:00,Check out this item on OpenSea https://t.co/PhRLg29heZ via @opensea #nft #NFTs #NFTGiveaway #NFTCommunity #NFTdrop #NFTProject #NFTartist #nftcollector #NFTCollection #collector #BoredApe #BoredApeYC #MutantApeYachtClub #Metaverse #ethnft #EthereumNFTs #OpenSeaNFT #0xApesTrilogy,"['nft', 'NFTs', 'NFTGiveaway', 'NFTCommunity', 'NFTdrop']",Twitter Web App,False
Crypto🥶Chill,,don't take me for granted |  #cryptoenthusiasts | #NFTfan | lovin' #crypto project since 2016,2021-05-13 08:37:06+00:00,63,300,1057,False,2022-02-27 22:28:56+00:00,"@CryptoGemsCom @AltcoinWorldcom See @RoTTheGame now💥

📣AMA with @AvStarCapital on Feb 28
🏦Strategic investment with @Momentum_6 and partnership with @AvStarCapital and @RankerDAO
📝Discord Whitelist Invite Campaign for Genesis NFT Drop

#Metaverse #NFT #PlaytoEarn #Bitcoin $ROT $BTC $CAKS $SOL https://t.co/C1CSjsLevF",,Twitter for Android,False
star nft labs,United States,NFT STAR LABORATORIES . IT IS A TEAM OF 6 PEOPLE THAT HAS DONE A LOT OF RESEARCH AND DEVELOPMENT ON NFT COLLECTIONS SINCE 2019.,2021-10-27 18:30:33+00:00,385,639,1177,False,2022-02-27 22:28:55+00:00,Check out this item on OpenSea https://t.co/OnHnlXq3ii via @opensea #nft #NFTs #NFTGiveaway #NFTCommunity #NFTdrop #NFTProject #NFTartist #nftcollector #NFTCollection #collector #BoredApe #BoredApeYC #MutantApeYachtClub #Metaverse #ethnft #EthereumNFTs #OpenSeaNFT #0xApesTrilogy,"['nft', 'NFTs', 'NFTGiveaway', 'NFTCommunity', 'NFTdrop']",Twitter Web App,False
star nft labs,United States,NFT STAR LABORATORIES . IT IS A TEAM OF 6 PEOPLE THAT HAS DONE A LOT OF RESEARCH AND DEVELOPMENT ON NFT COLLECTIONS SINCE 2019.,2021-10-27 18:30:33+00:00,385,639,1177,False,2022-02-27 22:28:43+00:00,Check out this item on OpenSea https://t.co/B7qx6KUDNS via @opensea #nft #NFTs #NFTGiveaway #NFTCommunity #NFTdrop #NFTProject #NFTartist #nftcollector #NFTCollection #collector #BoredApe #BoredApeYC #MutantApeYachtClub #Metaverse #ethnft #EthereumNFTs #OpenSeaNFT #0xApesTrilogy,"['nft', 'NFTs', 'NFTGiveaway', 'NFTCommunity', 'NFTdrop']",Twitter Web App,False
diana_blueSparrow1,,,2021-10-04 09:58:48+00:00,226,156,5855,False,2022-02-27 22:28:39+00:00,"2022, the year of bluesparrow CEX?  And Web 3.0? 
#BlueSparrow, with NFTs, Web 3.0 and the Technologies Enabling the #Metaverse, will be brilliant in 2022
Please list us
#bluesparrowETH 
#BlueSparrowtoken 
#BlueSparrowCommunity 
#bluesparrow 
#Bluesparrowcharity 
#ETH t2k2",['BlueSparrow'],Twitter Web App,False
star nft labs,United States,NFT STAR LABORATORIES . IT IS A TEAM OF 6 PEOPLE THAT HAS DONE A LOT OF RESEARCH AND DEVELOPMENT ON NFT COLLECTIONS SINCE 2019.,2021-10-27 18:30:33+00:00,385,639,1177,False,2022-02-27 22:28:36+00:00,Check out this item on OpenSea https://t.co/oGEOgoBVjE via @opensea #nft #NFTs #NFTGiveaway #NFTCommunity #NFTdrop #NFTProject #NFTartist #nftcollector #NFTCollection #collector #BoredApe #BoredApeYC #MutantApeYachtClub #Metaverse #ethnft #EthereumNFTs #OpenSeaNFT #0xApesTrilogy,"['nft', 'NFTs', 'NFTGiveaway', 'NFTCommunity', 'NFTdrop']",Twitter Web App,False
Jimakos,,"Follow ➡️ Open Notifications ➡️Learn about Theta Facts!  🔥 Scroll this page to inform yourself about 
$Theta and @Theta_Network🔥",2009-09-29 13:45:09+00:00,1791,4951,4144,False,2022-02-27 22:28:32+00:00,"India votes @Theta_Network!

Read @shubhadapande39 's article about $theta!

#Theta Blockchain: Promising Option for Video Streaming
https://t.co/Amyx7ksgbo

#bitcoin #btc #metaverse #nfts #nft #staking #binance #kucoin #cryptocurrency #investing #eth #opensea #samsung  #India https://t.co/O0HGMn7JHv",['Theta'],Twitter for Android,False
